ID,Airplane Tail,Software Crate Number,Software Part Number,Features,Episode Start Date
1298,NCFXUR,6RWHY-1SGG9-9YZLD,LNM9C-EIJ9D-4RKZF,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:00:27
1299,NCFXUR,4L29M-CFO01-VTTRN,VAYYS-XSPTN-NR9GP,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:00:34
1300,NCFXUR,KQNSM-YT4CK-QTBRR,1J8K0-HLKBD-DPICU,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:01:16
1301,NCFXUR,PVFIH-H7FS6-VDNZM,2WWUR-OGCRX-TBCQG,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T02:01:24
1302,NCFXUR,FA12C-U7X2P-CNL6Y,776S4-ZA2MZ-NLEPI,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:01:29
1303,NCFXUR,808PJ-Z4UYL-UDK61,H2DZ6-PHX4N-WF8YQ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T02:01:35
1304,NCFXUR,G512M-039CY-O8B0X,VHUXN-69YIC-3PY3I,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:01:41
1305,NCFXUR,BK94I-0CBFR-AOIP7,S51F9-U7YPB-6AQIQ,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-13T02:01:45
1306,NCFXUR,0OD4V-SW0MF-KRYLY,7ENS7-XCNNA-ZQ9WF,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:01:51
1307,NCFXUR,P23RN-P8Y5E-794RQ,CMD7G-AZMQY-WK3CD,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:02:02
1308,NCFXUR,1I37A-I6C1R-TC6E6,5VOVB-6YHHY-NMTWU,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1', 'F4', 'E1']",2022-11-13T02:02:27
1309,NCFXUR,IX521-FMBFS-RNPP9,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-13T02:02:42
1310,NHVOTR,M0TP7-F27SL-2LPYH,M3DL8-IPM17-X8AH3,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-15T21:07:36
1311,NHVOTR,M0TP7-F27SL-2LPYH,M3DL8-IPM17-X8AH3,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-16T00:01:27
1312,NHVOTR,ZX3N5-URTNO-X0378,PO2SZ-YTZQP-N21AW,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T11:49:31
1313,NSLXPO,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T18:34:41
1314,NFBDKL,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T18:35:08
1315,NWLHMT,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T18:35:08
1316,NSLXPO,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T18:35:08
1317,NFBDKL,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T18:35:48
1318,NWLHMT,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T18:35:48
1319,NIJHTC,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T18:39:19
1320,NIJHTC,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T18:39:32
1321,NWUEEA,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T18:39:48
1322,NWUEEA,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T18:41:02
1323,NTZPMR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T18:42:43
1324,NFPWOK,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:03:12
1325,NFPWOK,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:03:32
1326,NDWOVW,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:12:18
1327,NDWOVW,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:12:26
1328,NLBOHD,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T19:12:55
1329,NLBOHD,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:13:46
1330,NULOTN,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:18:09
1331,NULOTN,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:18:42
1332,NLXADM,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T19:27:23
1333,NTCJJH,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T19:27:34
1334,NLXADM,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:27:37
1335,NTCJJH,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T19:27:55
1336,NOULDM,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T20:06:37
1337,NOULDM,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T20:06:47
1338,NEHTFG,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T20:43:24
1339,NEHTFG,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T20:43:46
1340,NTZPMR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-16T21:08:09
1341,NXTHOW,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-16T21:57:15
1342,NXTHOW,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-16T21:59:17
1343,NWKQLM,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-17T02:01:18
1344,NWKQLM,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-17T02:01:35
1345,NMCUZQ,UYM55-OHWVT-DGXZT,9R6CQ-ADDMG-OADZ6,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-17T02:33:18
1346,NFBDKL,UYM55-OHWVT-DGXZT,9R6CQ-ADDMG-OADZ6,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-17T02:33:18
1347,NTZPMR,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-17T04:28:12
1348,NCFXUR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'E1', 'E1']",2022-11-17T12:23:45
1349,NCFXUR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-18T02:46:40
1350,NCFXUR,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-18T02:46:54
1351,NHVOTR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-20T20:35:09
1352,NHVOTR,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-20T20:35:25
1353,NHVOTR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-20T21:17:30
1354,NHVOTR,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-20T21:17:43
1355,NHVOTR,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-20T21:20:01
1356,NHVOTR,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-20T21:20:07
1357,NDQGZB,B6UMT-OJUBO-YQX9Y,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F2', 'F1', 'S1', 'F1', 'F1', 'F2', 'F1', 'F1', 'F1', 'F1', 'F6']",2022-11-20T22:34:43
1358,NHVOTR,ZX3N5-URTNO-X0378,PO2SZ-YTZQP-N21AW,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-22T01:09:00
1359,NAEDAI,HBERR-650YQ-N3A0K,2CG4H-2QR5U-Z74F1,['E3'],2022-11-24T17:30:41
1360,NWKQLM,ZUIM7-QDDOP-809SD,1O7E8-GE2NF-V8Z8K,['F5'],2022-11-25T22:00:17
1361,NWKQLM,17OD9-X8LGE-GTPZE,9HYYM-R8I99-WSD51,['F5'],2022-11-25T22:00:34
1362,NIJHTC,LWWFJ-JQMY4-KGIFC,9HYYM-R8I99-WSD51,['F5'],2022-11-25T23:21:18
1363,NIJHTC,ORN3S-JCVXK-7JMW2,1O7E8-GE2NF-V8Z8K,['F5'],2022-11-25T23:21:18
1364,NKGHXN,FJ18I-9TIQ2-NXCJV,2S99L-6MC0C-P2DBB,['E3'],2022-11-26T12:15:34
1365,NLXADM,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T19:42:03
1366,NIJHTC,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T19:42:37
1367,NTCJJH,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T19:43:50
1368,NFPWOK,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T19:44:26
1369,NDLDYG,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T19:47:54
1370,NEHTFG,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T20:18:49
1371,NULOTN,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T20:40:01
1372,NFBDKL,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T20:50:05
1373,NWLHMT,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T20:50:05
1374,NFBDKL,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T20:58:44
1375,NMCUZQ,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T20:58:44
1376,NXIBKV,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T21:28:21
1377,NTZPMR,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T21:29:58
1378,NCFXUR,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T21:32:26
1379,NXTHOW,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-26T23:17:33
1380,NWKQLM,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-26T23:19:11
1381,NULOTN,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-26T23:24:52
1382,NULOTN,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-27T00:32:12
1383,NDWOVW,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-27T00:41:49
1384,NULOTN,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-27T02:17:51
1385,NULOTN,YTVVN-75VFG-CYIKS,45LEK-ZPGVI-JY251,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-27T05:14:59
1386,NKGHXN,B6UMT-OJUBO-YQX9Y,ZUUZF-F87SN-9V059,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-27T10:54:36
1387,NKGHXN,VI31X-GZBUQ-YCHBM,HFKO0-LHUGM-F4Y0Y,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-11-27T10:54:40
1388,NHVOTR,UDZXT-1RNZI-G5OLQ,YR7ME-2O8CA-3DHB2,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-28T19:43:21
1389,NTCJJH,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T19:55:05
1390,NTCJJH,XS1FL-FYB7V-H12H9,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T19:55:07
1391,NXTHOW,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T19:55:32
1392,NIJHTC,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-28T19:55:42
1393,NXTHOW,JDPD5-CJ5L0-DKOXM,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T19:55:44
1394,NWKQLM,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-28T19:56:23
1395,NOULDM,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-28T19:56:36
1396,NLXADM,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-28T19:57:07
1397,NWLHMT,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T19:57:10
1398,NFBDKL,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T19:57:10
1399,NDWOVW,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-28T19:57:13
1400,NFBDKL,5UN44-7MXRA-H7PO0,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T19:57:22
1401,NWLHMT,ZUNPG-T2HIP-EFSVI,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T19:57:22
1402,NHVOTR,UDZXT-1RNZI-G5OLQ,YR7ME-2O8CA-3DHB2,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-28T19:59:14
1403,NTZPMR,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T20:02:15
1404,NTZPMR,OFJ7U-VSDY4-4AJ22,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T20:02:17
1405,NLBOHD,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-28T20:14:07
1406,NDLDYG,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T20:52:43
1407,NDLDYG,R6NER-DCZ5C-UKHUM,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T20:53:03
1408,NLBOHD,9OIT9-VL7H6-R31W5,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T21:05:07
1409,NMCUZQ,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-28T21:19:21
1410,NFBDKL,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-28T21:19:21
1411,NEHTFG,R18Z0-YE4PI-8LOPP,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T22:17:05
1412,NEHTFG,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-28T22:17:25
1413,NLBOHD,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-28T22:44:15
1414,NULOTN,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F1', 'F2', 'F1', 'E1']",2022-11-28T22:47:21
1415,NULOTN,RUNMO-0IOFR-GRLT3,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-28T22:47:25
1416,NWUEEA,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-28T22:51:37
1417,NCFXUR,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-29T00:39:32
1418,NSLXPO,6CF07-CWWG6-SX2A5,NCKEM-FZNLQ-IRV2F,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-29T04:51:38
1419,NXIBKV,9D4VZ-Z88KC-9Y5OZ,NCKEM-FZNLQ-IRV2F,['F5'],2022-11-29T07:15:09
1420,NXIBKV,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-29T07:15:16
1421,NXIBKV,6CF07-CWWG6-SX2A5,5ZBFR-3Q4JU-1WTU9,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-29T13:50:36
1422,NFPWOK,OVMTW-ALWTL-UFJFD,9DUDV-72KKI-BSH2T,['F5'],2022-11-29T14:08:19
1423,NHVOTR,UDZXT-1RNZI-G5OLQ,YR7ME-2O8CA-3DHB2,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-29T15:17:51
1424,NCFXUR,ZXSJ1-86BAN-HGV0G,FJCE8-8Y2IM-GAW63,['F5'],2022-11-29T18:28:21
1425,NCFXUR,IPAWJ-ASGEZ-5AR34,C6EPA-DOJ1K-H0VUO,['F5'],2022-11-29T18:28:26
1426,NCFXUR,1W6NI-WYIOY-ELQ5F,X28S7-HK3T9-QGIFG,['F5'],2022-11-29T18:28:29
1427,NCFXUR,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-29T18:36:04
1428,NCFXUR,9S4MA-JEPXO-6M9BP,P9PIU-T9XXG-WWCO7,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-29T19:19:08
1429,NCFXUR,OIKS2-MPIPM-YUU53,D5KY9-WOMRW-0L01J,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-29T19:19:17
1430,NEHTFG,PVFIH-H7FS6-VDNZM,2WWUR-OGCRX-TBCQG,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-29T20:54:52
1431,NCFXUR,9S4MA-JEPXO-6M9BP,D5KY9-WOMRW-0L01J,"['S1', 'F1', 'F1', 'F2', 'S1', 'F1', 'F1', 'F2', 'F4', 'E1', 'F4', 'E1']",2022-11-29T23:46:06
1432,NMCUZQ,1E2N6-WKDSR-GW58R,BOVLE-YS4DF-RODW5,['F5'],2022-11-30T01:06:12
1433,NMCUZQ,OIKS2-MPIPM-YUU53,D5KY9-WOMRW-0L01J,"['S1', 'F1', 'F1', 'F2', 'E1']",2022-11-30T01:06:22
1434,NDLDYG,V31K7-Y328V-7NHN1,IIUL5-0YDTK-0D432,['F5'],2022-11-30T02:00:16
1435,NDLDYG,VNHVT-7B3I6-EWX3D,BOVLE-YS4DF-RODW5,['F5'],2022-11-30T02:00:16
1436,NMCUZQ,OIKS2-MPIPM-YUU53,D5KY9-WOMRW-0L01J,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-30T02:03:57
1437,NMCUZQ,OIKS2-MPIPM-YUU53,D5KY9-WOMRW-0L01J,"['S1', 'F1', 'F1', 'F2', 'F1', 'F4', 'E1']",2022-11-30T02:07:53
1438,NLXADM,YMZVJ-H2G6U-4UTCX,1O7E8-GE2NF-V8Z8K,['F5'],2022-11-30T03:07:40
1439,NLXADM,YYQQT-ZP6YD-UGBTH,9HYYM-R8I99-WSD51,['F5'],2022-11-30T03:07:41
1440,NKGHXN,M9L6T-BMMQN-4FRPW,S2ZFW-7YROO-AI0J4,['F5'],2022-11-30T03:51:37
1441,NKGHXN,LMGRH-GGLDF-UXE4V,RFTY3-VA4NY-CT7HM,['F5'],2022-11-30T03:51:37
1442,NKGHXN,3WMXX-3S39Z-1RUPR,CGU4E-ED00K-FCGYO,['F5'],2022-11-30T03:51:37
1443,NKGHXN,G7IZP-JU39H-MRB2W,FJAGX-DQD9B-D6DEQ,['F5'],2022-11-30T03:51:37
1444,NKGHXN,2S03E-1RE3H-SG1RH,QPTOJ-VUG01-68K9D,['F5'],2022-11-30T03:51:44
1445,NWKQLM,BW5IU-5P6MO-H3BYY,59KZR-BUS59-7ASO5,['F5'],2022-11-30T04:25:33
1446,NMCUZQ,OIKS2-MPIPM-YUU53,D5KY9-WOMRW-0L01J,"['S1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-11-30T05:23:30
1447,NFBDKL,DPEQN-C4ZDY-G3KZN,9HYYM-R8I99-WSD51,['F5'],2022-11-30T05:55:11
1448,NFBDKL,G4EJJ-0FVMV-H9XZ6,1O7E8-GE2NF-V8Z8K,['F5'],2022-11-30T05:55:11
1449,NWLHMT,WIQBZ-WB1M5-11FKZ,9HYYM-R8I99-WSD51,['F5'],2022-11-30T05:55:11
1450,NWLHMT,BI6O1-1I9UN-IXT4J,1O7E8-GE2NF-V8Z8K,['F5'],2022-11-30T05:55:11
1451,NDQGZB,UDZXT-1RNZI-G5OLQ,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F2', 'F6']",2022-11-30T07:01:50
1452,NSLXPO,OK7YN-X0R4O-W46M2,RFTY3-VA4NY-CT7HM,['F5'],2022-11-30T12:00:50
1453,NSLXPO,1YBFU-JYZ6S-YF0BZ,S2ZFW-7YROO-AI0J4,['F5'],2022-11-30T12:00:50
1454,NSLXPO,VHBH1-LER34-O4ZQF,FJAGX-DQD9B-D6DEQ,['F5'],2022-11-30T12:00:50
1455,NSLXPO,KGOWA-8NWSR-YXXD4,CGU4E-ED00K-FCGYO,['F5'],2022-11-30T12:00:50
1456,NDQGZB,UDZXT-1RNZI-G5OLQ,5SRHX-YSXGO-NLYR2,"['S1', 'F1', 'F1', 'F2', 'F6']",2022-11-30T12:20:52
1457,NALIMR,BPUED-MOB6C-CRE0R,PAATC-HO6VE-H1M2C,['F5'],2022-12-01T00:34:32
1458,NALIMR,LLBMX-B4GL0-FCVZZ,MA9B3-9GT0X-K4Y1K,"['S1', 'F1', 'F1', 'F1', 'F2', 'E1']",2022-12-01T00:37:42
1459,NALIMR,LLBMX-B4GL0-FCVZZ,MA9B3-9GT0X-K4Y1K,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-12-01T15:46:31
1460,NALIMR,LLBMX-B4GL0-FCVZZ,MA9B3-9GT0X-K4Y1K,"['S1', 'F1', 'F1', 'F1', 'F2', 'F4', 'E1']",2022-12-01T16:48:29
1461,NIJHTC,WDDBG-ZH4W7-0A98W,U8V8B-FT1PS-TA81T,['F5'],2022-12-02T01:38:00
1462,NLBOHD,POKI6-CYB74-30LG1,U8V8B-FT1PS-TA81T,['F5'],2022-12-02T02:02:35
1463,NDLDYG,RHMHZ-C3WDZ-AWQLU,U8V8B-FT1PS-TA81T,['F5'],2022-12-02T02:02:51
1464,NXIBKV,5IQVN-K9M06-X68EF,U8V8B-FT1PS-TA81T,['F5'],2022-12-02T02:09:41
1465,NLXADM,89XHV-EDTJ2-VZAY4,U8V8B-FT1PS-TA81T,['F5'],2022-12-02T03:51:16
1466,NWKQLM,1AN7F-WJVDJ-YKKBP,U8V8B-FT1PS-TA81T,['F5'],2022-12-02T04:06:06
